timestamp,patient_id,entity_id,state,unit,source,domain
2026-01-07 13:50:16,patient-001,wearable_step_counter,16109,steps,phone,motion
2026-01-07 14:03:10,patient-001,wearable_calories_burned,52662,kcal,wearable,wearable
2026-01-07 14:16:34,patient-001,wearable_sleep_state,awake,none,wearable,wearable
2026-01-07 14:29:05,patient-001,wearable_sleep_stage,deep,none,wearable,wearable
2026-01-07 14:42:59,patient-001,wearable_body_position,sitting,none,wearable,wearable
2026-01-07 14:55:46,patient-001,wearable_device_battery_level,76,percent,wearable,wearable
2026-01-07 15:08:01,patient-001,smartwatch_screen_state,on,none,smartwatch,wearable
2026-01-07 15:21:05,patient-001,smartwatch_workout_state,inactive,none,smartwatch,wearable
2026-01-07 15:34:02,patient-001,smartwatch_workout_type,none,none,smartwatch,wearable
2026-01-07 15:47:47,patient-001,front_door_contact_state,closed,none,smart_home,contact
2026-01-07 16:00:36,patient-001,bedroom_door_contact_state,closed,none,smart_home,contact
2026-01-07 16:13:04,patient-001,bathroom_door_contact_state,open,none,smart_home,contact
2026-01-07 16:26:17,patient-001,refrigerator_door_contact_state,closed,none,smart_home,contact
2026-01-07 16:39:23,patient-001,pantry_door_contact_state,closed,none,smart_home,contact
2026-01-07 16:52:26,patient-001,medicine_cabinet_contact_state,closed,none,smart_home,contact
2026-01-07 17:05:03,patient-001,window_contact_state,closed,none,smart_home,contact
2026-01-07 17:18:06,patient-001,kitchen_motion_state,off,none,smart_home,occupancy
2026-01-07 17:31:04,patient-001,bedroom_motion_state,off,none,smart_home,occupancy
2026-01-07 17:44:45,patient-001,bathroom_motion_state,off,none,smart_home,occupancy
2026-01-07 17:57:20,patient-001,living_room_motion_state,on,none,smart_home,occupancy
2026-01-07 18:10:26,patient-001,hallway_motion_state,off,none,smart_home,occupancy
2026-01-07 18:23:56,patient-001,bed_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-07 18:36:16,patient-001,chair_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-07 18:49:18,patient-001,sofa_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-07 19:02:21,patient-001,smart_light_power_state,on,none,smart_home,lighting
2026-01-07 19:15:57,patient-001,smart_light_brightness,51,percent,smart_home,lighting
2026-01-07 19:28:01,patient-001,smart_light_color_temperature,2780,kelvin,smart_home,lighting
2026-01-07 19:41:29,patient-001,smart_light_rgb_color,"236,250,183",none,smart_home,lighting
2026-01-07 19:54:59,patient-001,room_illuminance_lux,145.2,lux,smart_home,environment
2026-01-07 20:07:28,patient-001,thermostat_current_temperature,21.0,celsius,smart_home,environment
2026-01-07 20:20:01,patient-001,thermostat_target_temperature,21.4,celsius,smart_home,environment
2026-01-07 20:33:10,patient-001,thermostat_hvac_mode,heat,none,smart_home,environment
2026-01-07 20:46:17,patient-001,thermostat_hvac_action,idle,none,smart_home,environment
2026-01-07 20:59:06,patient-001,room_humidity,42,percent,smart_home,environment
2026-01-07 21:12:08,patient-001,indoor_co2_ppm,814,ppm,smart_home,environment
2026-01-07 21:25:28,patient-001,indoor_pm25,14.9,ug/m3,smart_home,environment
2026-01-07 21:38:19,patient-001,indoor_voc_level,138,index,smart_home,environment
2026-01-07 21:51:51,patient-001,indoor_air_quality_index,2,index,smart_home,environment
2026-01-07 22:04:35,patient-001,noise_sensor_decibels,39.4,dB,smart_home,environment
2026-01-07 22:17:29,patient-001,smart_plug_power_watts,203.1,W,smart_home,power
2026-01-07 22:30:56,patient-001,smart_plug_voltage,119.4,V,smart_home,power
2026-01-07 22:43:46,patient-001,smart_plug_current_amps,1.46,A,smart_home,power
2026-01-07 22:56:04,patient-001,coffee_machine_power_state,off,none,smart_home,power
2026-01-07 23:09:19,patient-001,coffee_machine_power_watts,142.3,W,smart_home,power
2026-01-07 23:22:19,patient-001,tv_power_state,off,none,smart_home,power
2026-01-07 23:35:25,patient-001,tv_power_watts,179.7,W,smart_home,power
2026-01-07 23:48:46,patient-001,computer_power_state,off,none,smart_home,power
2026-01-08 00:05:51,patient-001,computer_power_state,off,none,smart_home,power
2026-01-08 00:18:27,patient-001,computer_power_watts,119.1,W,smart_home,power
2026-01-08 00:31:46,patient-001,microwave_power_state,off,none,smart_home,power
2026-01-08 00:44:48,patient-001,microwave_power_watts,121.3,W,smart_home,power
2026-01-08 00:57:18,patient-001,washing_machine_power_state,on,none,smart_home,power
2026-01-08 01:10:37,patient-001,washing_machine_power_watts,147.0,W,smart_home,power
2026-01-08 01:59:33,patient-001,phone_battery_level,61,percent,phone,device
2026-01-08 02:12:33,patient-001,phone_battery_state,discharging,none,phone,device
2026-01-08 02:25:10,patient-001,phone_power_source,battery,none,phone,device
2026-01-08 02:38:01,patient-001,phone_screen_state,off,none,phone,device
2026-01-08 02:51:34,patient-001,phone_lock_state,unlocked,none,phone,device
2026-01-08 03:04:33,patient-001,phone_interactive_state,idle,none,phone,device
2026-01-08 03:17:21,patient-001,phone_orientation,portrait,none,phone,device
2026-01-08 03:30:48,patient-001,phone_brightness_level,57,percent,phone,device
2026-01-08 03:43:28,patient-001,phone_volume_level,52,percent,phone,device
2026-01-08 03:56:44,patient-001,phone_ringer_mode,normal,none,phone,device
2026-01-08 04:09:14,patient-001,phone_do_not_disturb_state,off,none,phone,device
2026-01-08 04:22:20,patient-001,phone_airplane_mode,off,none,phone,device
2026-01-08 04:35:02,patient-001,phone_wifi_state,connected,none,phone,device
2026-01-08 04:48:40,patient-001,phone_wifi_ssid,HomeNet,none,phone,device
2026-01-08 05:01:47,patient-001,phone_cellular_signal_strength,-97,dBm,phone,device
2026-01-08 05:14:48,patient-001,phone_bluetooth_state,off,none,phone,device
2026-01-08 05:27:53,patient-001,phone_headphones_connected,disconnected,none,phone,device
2026-01-08 05:40:03,patient-001,phone_nfc_state,off,none,phone,device
2026-01-08 05:53:44,patient-001,phone_location_latitude,40.724499,degrees,phone,location
2026-01-08 06:06:18,patient-001,phone_location_longitude,-73.982509,degrees,phone,location
2026-01-08 06:19:38,patient-001,phone_location_accuracy,8.9,meters,phone,location
2026-01-08 06:32:46,patient-001,phone_location_altitude,13.4,meters,phone,location
2026-01-08 06:45:59,patient-001,phone_location_speed,0.3,m/s,phone,location
2026-01-08 06:58:29,patient-001,phone_location_bearing,73,degrees,phone,location
2026-01-08 07:11:25,patient-001,phone_accelerometer_x,0.885,m/s2,phone,motion
2026-01-08 07:24:16,patient-001,phone_accelerometer_y,4.277,m/s2,phone,motion
2026-01-08 07:37:49,patient-001,phone_accelerometer_z,-1.994,m/s2,phone,motion
2026-01-08 07:50:55,patient-001,phone_gyroscope_x,0.11,rad/s,phone,motion
2026-01-08 08:03:11,patient-001,phone_gyroscope_y,0.1342,rad/s,phone,motion
2026-01-08 08:16:21,patient-001,phone_gyroscope_z,-0.1472,rad/s,phone,motion
2026-01-08 08:29:57,patient-001,phone_magnetometer_x,13.72,microtesla,phone,motion
2026-01-08 08:42:14,patient-001,phone_magnetometer_y,21.24,microtesla,phone,motion
2026-01-08 08:55:18,patient-001,phone_magnetometer_z,20.8,microtesla,phone,motion
2026-01-08 09:08:04,patient-001,phone_barometer_pressure,1007.0,hPa,phone,motion
2026-01-08 09:21:22,patient-001,phone_ambient_light_lux,88.4,lux,phone,motion
2026-01-08 09:34:26,patient-001,phone_proximity_state,far,none,phone,motion
2026-01-08 09:47:53,patient-001,phone_step_detector_event,none,none,phone,motion
2026-01-08 10:00:00,patient-001,phone_step_counter_value,16067,steps,phone,motion
2026-01-08 10:13:36,patient-001,phone_activity_recognition_state,stationary,none,phone,motion
2026-01-08 10:26:40,patient-001,phone_app_foreground_package,com.netflix.mediaclient,none,phone,app_usage
2026-01-08 10:39:05,patient-001,phone_app_foreground_name,Messages,none,phone,app_usage
2026-01-08 10:52:15,patient-001,phone_notification_posted_app,Spotify,none,phone,app_usage
2026-01-08 11:05:30,patient-001,phone_notification_removed_app,Bank,none,phone,app_usage
2026-01-08 11:18:49,patient-001,phone_sms_received_event,none,none,phone,communication
2026-01-08 11:31:12,patient-001,phone_sms_sent_event,none,none,phone,communication
2026-01-08 11:44:18,patient-001,phone_call_state,idle,none,phone,communication
2026-01-08 11:57:09,patient-001,phone_call_direction,none,none,phone,communication
2026-01-08 12:10:22,patient-001,phone_keyboard_visible_state,hidden,none,phone,device
2026-01-08 12:23:09,patient-001,phone_clipboard_changed_event,none,none,phone,device
2026-01-08 12:36:48,patient-001,phone_camera_open_state,closed,none,phone,device
2026-01-08 12:49:41,patient-001,wearable_heart_rate,67,bpm,wearable,wearable
2026-01-08 13:02:10,patient-001,wearable_resting_heart_rate,49,bpm,wearable,wearable
2026-01-08 13:15:51,patient-001,wearable_hrv_value,37.5,ms,wearable,wearable
2026-01-08 13:28:24,patient-001,wearable_spo2,97.2,percent,wearable,wearable
2026-01-08 13:41:31,patient-001,wearable_skin_temperature,36.58,celsius,wearable,wearable
2026-01-08 13:54:49,patient-001,wearable_respiratory_rate,17.0,breaths/min,wearable,wearable
2026-01-08 14:07:23,patient-001,wearable_step_counter,16713,steps,phone,motion
2026-01-08 14:20:32,patient-001,wearable_calories_burned,52835,kcal,wearable,wearable
2026-01-08 14:33:52,patient-001,wearable_sleep_state,awake,none,wearable,wearable
2026-01-08 14:46:51,patient-001,wearable_sleep_stage,awake,none,wearable,wearable
2026-01-08 14:59:21,patient-001,wearable_body_position,sitting,none,wearable,wearable
2026-01-08 15:12:12,patient-001,wearable_device_battery_level,48,percent,wearable,wearable
2026-01-08 15:25:03,patient-001,smartwatch_screen_state,off,none,smartwatch,wearable
2026-01-08 15:38:50,patient-001,smartwatch_workout_state,inactive,none,smartwatch,wearable
2026-01-08 15:51:48,patient-001,smartwatch_workout_type,walk,none,smartwatch,wearable
2026-01-08 16:04:46,patient-001,front_door_contact_state,closed,none,smart_home,contact
2026-01-08 16:17:08,patient-001,bedroom_door_contact_state,closed,none,smart_home,contact
2026-01-08 16:30:34,patient-001,bathroom_door_contact_state,closed,none,smart_home,contact
2026-01-08 16:43:26,patient-001,refrigerator_door_contact_state,closed,none,smart_home,contact
2026-01-08 16:56:29,patient-001,pantry_door_contact_state,closed,none,smart_home,contact
2026-01-08 17:09:48,patient-001,medicine_cabinet_contact_state,closed,none,smart_home,contact
2026-01-08 17:22:24,patient-001,window_contact_state,closed,none,smart_home,contact
2026-01-08 17:35:37,patient-001,kitchen_motion_state,on,none,smart_home,occupancy
2026-01-08 17:48:34,patient-001,bedroom_motion_state,off,none,smart_home,occupancy
2026-01-08 18:01:29,patient-001,bathroom_motion_state,off,none,smart_home,occupancy
2026-01-08 18:14:29,patient-001,living_room_motion_state,off,none,smart_home,occupancy
2026-01-08 18:27:17,patient-001,hallway_motion_state,off,none,smart_home,occupancy
2026-01-08 18:40:17,patient-001,bed_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-08 18:53:05,patient-001,chair_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-08 19:06:26,patient-001,sofa_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-08 19:19:41,patient-001,smart_light_power_state,on,none,smart_home,lighting
2026-01-08 19:32:34,patient-001,smart_light_brightness,50,percent,smart_home,lighting
2026-01-08 19:45:50,patient-001,smart_light_color_temperature,4544,kelvin,smart_home,lighting
2026-01-08 19:58:32,patient-001,smart_light_rgb_color,"197,255,116",none,smart_home,lighting
2026-01-08 20:11:23,patient-001,room_illuminance_lux,29.7,lux,smart_home,environment
2026-01-08 20:24:45,patient-001,thermostat_current_temperature,22.0,celsius,smart_home,environment
2026-01-08 20:37:47,patient-001,thermostat_target_temperature,21.3,celsius,smart_home,environment
2026-01-08 20:50:31,patient-001,thermostat_hvac_mode,auto,none,smart_home,environment
2026-01-08 21:03:10,patient-001,thermostat_hvac_action,cooling,none,smart_home,environment
2026-01-08 21:16:31,patient-001,room_humidity,56,percent,smart_home,environment
2026-01-08 21:29:48,patient-001,indoor_co2_ppm,646,ppm,smart_home,environment
2026-01-08 21:42:30,patient-001,indoor_pm25,2.9,ug/m3,smart_home,environment
2026-01-08 21:55:00,patient-001,indoor_voc_level,164,index,smart_home,environment
2026-01-08 22:08:10,patient-001,indoor_air_quality_index,47,index,smart_home,environment
2026-01-08 22:21:22,patient-001,noise_sensor_decibels,51.0,dB,smart_home,environment
2026-01-08 22:34:05,patient-001,smart_plug_power_watts,39.2,W,smart_home,power
2026-01-08 22:47:57,patient-001,smart_plug_voltage,121.8,V,smart_home,power
2026-01-08 23:00:13,patient-001,smart_plug_current_amps,2.52,A,smart_home,power
2026-01-08 23:13:06,patient-001,coffee_machine_power_state,off,none,smart_home,power
2026-01-08 23:26:47,patient-001,coffee_machine_power_watts,68.0,W,smart_home,power
2026-01-08 23:39:04,patient-001,tv_power_state,on,none,smart_home,power
2026-01-08 23:52:29,patient-001,tv_power_watts,187.2,W,smart_home,power
2026-01-09 00:09:19,patient-001,tv_power_watts,140.1,W,smart_home,power
2026-01-09 00:22:19,patient-001,computer_power_state,off,none,smart_home,power
2026-01-09 00:35:26,patient-001,computer_power_watts,270.7,W,smart_home,power
2026-01-09 00:48:53,patient-001,microwave_power_state,off,none,smart_home,power
2026-01-09 01:01:22,patient-001,microwave_power_watts,11.4,W,smart_home,power
2026-01-09 01:14:45,patient-001,washing_machine_power_state,off,none,smart_home,power
2026-01-09 01:27:06,patient-001,washing_machine_power_watts,222.6,W,smart_home,power
2026-01-09 02:16:57,patient-001,phone_battery_level,90,percent,phone,device
2026-01-09 02:29:29,patient-001,phone_battery_state,charging,none,phone,device
2026-01-09 02:42:42,patient-001,phone_power_source,battery,none,phone,device
2026-01-09 02:55:57,patient-001,phone_screen_state,on,none,phone,device
2026-01-09 03:08:14,patient-001,phone_lock_state,locked,none,phone,device
2026-01-09 03:21:12,patient-001,phone_interactive_state,idle,none,phone,device
2026-01-09 03:34:53,patient-001,phone_orientation,face_up,none,phone,device
2026-01-09 03:47:09,patient-001,phone_brightness_level,56,percent,phone,device
2026-01-09 04:00:35,patient-001,phone_volume_level,81,percent,phone,device
2026-01-09 04:13:29,patient-001,phone_ringer_mode,vibrate,none,phone,device
2026-01-09 04:26:54,patient-001,phone_do_not_disturb_state,on,none,phone,device
2026-01-09 04:39:12,patient-001,phone_airplane_mode,off,none,phone,device
2026-01-09 04:52:15,patient-001,phone_wifi_state,connected,none,phone,device
2026-01-09 05:05:43,patient-001,phone_wifi_ssid,HomeNet,none,phone,device
2026-01-09 05:18:35,patient-001,phone_cellular_signal_strength,-85,dBm,phone,device
2026-01-09 05:31:56,patient-001,phone_bluetooth_state,on,none,phone,device
2026-01-09 05:44:05,patient-001,phone_headphones_connected,disconnected,none,phone,device
2026-01-09 05:57:20,patient-001,phone_nfc_state,off,none,phone,device
2026-01-09 06:10:53,patient-001,phone_location_latitude,40.719679,degrees,phone,location
2026-01-09 06:23:42,patient-001,phone_location_longitude,-73.98914,degrees,phone,location
2026-01-09 06:36:58,patient-001,phone_location_accuracy,18.2,meters,phone,location
2026-01-09 06:49:56,patient-001,phone_location_altitude,0.8,meters,phone,location
2026-01-09 07:02:45,patient-001,phone_location_speed,0.64,m/s,phone,location
2026-01-09 07:15:16,patient-001,phone_location_bearing,138,degrees,phone,location
2026-01-09 07:28:13,patient-001,phone_accelerometer_x,-0.024,m/s2,phone,motion
2026-01-09 07:41:02,patient-001,phone_accelerometer_y,-1.704,m/s2,phone,motion
2026-01-09 07:54:59,patient-001,phone_accelerometer_z,-1.17,m/s2,phone,motion
2026-01-09 08:07:00,patient-001,phone_gyroscope_x,0.0352,rad/s,phone,motion
2026-01-09 08:20:53,patient-001,phone_gyroscope_y,-0.2803,rad/s,phone,motion
2026-01-09 08:33:46,patient-001,phone_gyroscope_z,-0.0127,rad/s,phone,motion
2026-01-09 08:46:08,patient-001,phone_magnetometer_x,15.36,microtesla,phone,motion
2026-01-09 08:59:11,patient-001,phone_magnetometer_y,17.7,microtesla,phone,motion
2026-01-09 09:12:42,patient-001,phone_magnetometer_z,26.69,microtesla,phone,motion
2026-01-09 09:25:16,patient-001,phone_barometer_pressure,1029.1,hPa,phone,motion
2026-01-09 09:38:19,patient-001,phone_ambient_light_lux,407.7,lux,phone,motion
2026-01-09 09:51:58,patient-001,phone_proximity_state,far,none,phone,motion
2026-01-09 10:04:29,patient-001,phone_step_detector_event,step,none,phone,motion
2026-01-09 10:17:12,patient-001,phone_step_counter_value,16618,steps,phone,motion
2026-01-09 10:30:24,patient-001,phone_activity_recognition_state,stationary,none,phone,motion
2026-01-09 10:43:31,patient-001,phone_app_foreground_package,com.apple.MobileSMS,none,phone,app_usage
2026-01-09 10:56:13,patient-001,phone_app_foreground_name,Fitbit,none,phone,app_usage
2026-01-09 11:09:26,patient-001,phone_notification_posted_app,Calendar,none,phone,app_usage
2026-01-09 11:22:02,patient-001,phone_notification_removed_app,Calendar,none,phone,app_usage
2026-01-09 11:35:28,patient-001,phone_sms_received_event,none,none,phone,communication
2026-01-09 11:48:08,patient-001,phone_sms_sent_event,none,none,phone,communication
2026-01-09 12:01:56,patient-001,phone_call_state,idle,none,phone,communication
2026-01-09 12:14:14,patient-001,phone_call_direction,none,none,phone,communication
2026-01-09 12:27:20,patient-001,phone_keyboard_visible_state,visible,none,phone,device
2026-01-09 12:40:22,patient-001,phone_clipboard_changed_event,none,none,phone,device
2026-01-09 12:53:32,patient-001,phone_camera_open_state,closed,none,phone,device
2026-01-09 13:06:50,patient-001,wearable_heart_rate,76,bpm,wearable,wearable
2026-01-09 13:19:51,patient-001,wearable_resting_heart_rate,59,bpm,wearable,wearable
2026-01-09 13:32:05,patient-001,wearable_hrv_value,38.0,ms,wearable,wearable
2026-01-09 13:45:35,patient-001,wearable_spo2,96.1,percent,wearable,wearable
2026-01-09 13:58:34,patient-001,wearable_skin_temperature,35.95,celsius,wearable,wearable
2026-01-09 14:11:33,patient-001,wearable_respiratory_rate,15.1,breaths/min,wearable,wearable
2026-01-09 14:24:21,patient-001,wearable_step_counter,17570,steps,phone,motion
2026-01-09 14:37:07,patient-001,wearable_calories_burned,52949,kcal,wearable,wearable
2026-01-09 14:50:27,patient-001,wearable_sleep_state,awake,none,wearable,wearable
2026-01-09 15:03:55,patient-001,wearable_sleep_stage,light,none,wearable,wearable
2026-01-09 15:16:09,patient-001,wearable_body_position,supine,none,wearable,wearable
2026-01-09 15:29:14,patient-001,wearable_device_battery_level,37,percent,wearable,wearable
2026-01-09 15:42:20,patient-001,smartwatch_screen_state,on,none,smartwatch,wearable
2026-01-09 15:55:59,patient-001,smartwatch_workout_state,inactive,none,smartwatch,wearable
2026-01-09 16:08:11,patient-001,smartwatch_workout_type,walk,none,smartwatch,wearable
2026-01-09 16:21:29,patient-001,front_door_contact_state,closed,none,smart_home,contact
2026-01-09 16:34:26,patient-001,bedroom_door_contact_state,closed,none,smart_home,contact
2026-01-09 16:47:26,patient-001,bathroom_door_contact_state,closed,none,smart_home,contact
2026-01-09 17:00:27,patient-001,refrigerator_door_contact_state,closed,none,smart_home,contact
2026-01-09 17:13:18,patient-001,pantry_door_contact_state,closed,none,smart_home,contact
2026-01-09 17:26:09,patient-001,medicine_cabinet_contact_state,closed,none,smart_home,contact
2026-01-09 17:39:36,patient-001,window_contact_state,open,none,smart_home,contact
2026-01-09 17:52:41,patient-001,kitchen_motion_state,on,none,smart_home,occupancy
2026-01-09 18:05:15,patient-001,bedroom_motion_state,on,none,smart_home,occupancy
2026-01-09 18:18:44,patient-001,bathroom_motion_state,off,none,smart_home,occupancy
2026-01-09 18:31:37,patient-001,living_room_motion_state,on,none,smart_home,occupancy
2026-01-09 18:44:23,patient-001,hallway_motion_state,off,none,smart_home,occupancy
2026-01-09 18:57:48,patient-001,bed_pressure_sensor_state,occupied,none,smart_home,occupancy
2026-01-09 19:10:17,patient-001,chair_pressure_sensor_state,occupied,none,smart_home,occupancy
2026-01-09 19:23:53,patient-001,sofa_pressure_sensor_state,clear,none,smart_home,occupancy
2026-01-09 19:36:09,patient-001,smart_light_power_state,on,none,smart_home,lighting
2026-01-09 19:49:58,patient-001,smart_light_brightness,75,percent,smart_home,lighting
2026-01-09 20:02:01,patient-001,smart_light_color_temperature,4379,kelvin,smart_home,lighting
2026-01-09 20:15:18,patient-001,smart_light_rgb_color,"202,216,194",none,smart_home,lighting
2026-01-09 20:28:19,patient-001,room_illuminance_lux,198.7,lux,smart_home,environment
2026-01-09 20:41:36,patient-001,thermostat_current_temperature,21.9,celsius,smart_home,environment
2026-01-09 20:54:28,patient-001,thermostat_target_temperature,20.8,celsius,smart_home,environment
2026-01-09 21:07:44,patient-001,thermostat_hvac_mode,auto,none,smart_home,environment
2026-01-09 21:20:18,patient-001,thermostat_hvac_action,fan,none,smart_home,environment
2026-01-09 21:33:29,patient-001,room_humidity,43,percent,smart_home,environment
2026-01-09 21:46:58,patient-001,indoor_co2_ppm,656,ppm,smart_home,environment
2026-01-09 21:59:13,patient-001,indoor_pm25,3.5,ug/m3,smart_home,environment
2026-01-09 22:12:14,patient-001,indoor_voc_level,118,index,smart_home,environment
2026-01-09 22:25:54,patient-001,indoor_air_quality_index,50,index,smart_home,environment
2026-01-09 22:38:07,patient-001,noise_sensor_decibels,45.3,dB,smart_home,environment
2026-01-09 22:51:14,patient-001,smart_plug_power_watts,92.3,W,smart_home,power
2026-01-09 23:04:30,patient-001,smart_plug_voltage,118.2,V,smart_home,power
2026-01-09 23:17:47,patient-001,smart_plug_current_amps,0.63,A,smart_home,power
2026-01-09 23:30:05,patient-001,coffee_machine_power_state,off,none,smart_home,power
2026-01-09 23:43:28,patient-001,coffee_machine_power_watts,240.7,W,smart_home,power
2026-01-09 23:56:04,patient-001,tv_power_state,on,none,smart_home,power
2026-01-10 00:00:24,patient-001,coffee_machine_power_watts,177.9,W,smart_home,power
2026-01-10 00:13:48,patient-001,tv_power_state,on,none,smart_home,power
2026-01-10 00:26:12,patient-001,tv_power_watts,149.6,W,smart_home,power
2026-01-10 00:39:29,patient-001,computer_power_state,off,none,smart_home,power
2026-01-10 00:52:28,patient-001,computer_power_watts,249.6,W,smart_home,power
2026-01-10 01:05:29,patient-001,microwave_power_state,on,none,smart_home,power
2026-01-10 01:18:45,patient-001,microwave_power_watts,225.8,W,smart_home,power
2026-01-10 01:31:33,patient-001,washing_machine_power_state,off,none,smart_home,power
2026-01-10 01:44:09,patient-001,washing_machine_power_watts,90.7,W,smart_home,power
2026-01-10 02:33:57,patient-001,phone_battery_level,58,percent,phone,device
2026-01-10 02:46:42,patient-001,phone_battery_state,full,none,phone,device
2026-01-10 02:59:19,patient-001,phone_power_source,battery,none,phone,device
2026-01-10 03:12:39,patient-001,phone_screen_state,off,none,phone,device
2026-01-10 03:25:18,patient-001,phone_lock_state,unlocked,none,phone,device
2026-01-10 03:38:17,patient-001,phone_interactive_state,idle,none,phone,device
2026-01-10 03:51:37,patient-001,phone_orientation,face_down,none,phone,device
2026-01-10 04:04:02,patient-001,phone_brightness_level,19,percent,phone,device
2026-01-10 04:17:18,patient-001,phone_volume_level,47,percent,phone,device
2026-01-10 04:30:29,patient-001,phone_ringer_mode,normal,none,phone,device
2026-01-10 04:43:15,patient-001,phone_do_not_disturb_state,off,none,phone,device
2026-01-10 04:56:08,patient-001,phone_airplane_mode,off,none,phone,device
2026-01-10 05:09:37,patient-001,phone_wifi_state,connected,none,phone,device
2026-01-10 05:22:33,patient-001,phone_wifi_ssid,none,none,phone,device
2026-01-10 05:35:28,patient-001,phone_cellular_signal_strength,-78,dBm,phone,device
2026-01-10 05:48:02,patient-001,phone_bluetooth_state,on,none,phone,device
2026-01-10 06:01:36,patient-001,phone_headphones_connected,connected,none,phone,device
2026-01-10 06:14:54,patient-001,phone_nfc_state,off,none,phone,device
2026-01-10 06:27:13,patient-001,phone_location_latitude,40.752868,degrees,phone,location
2026-01-10 06:40:51,patient-001,phone_location_longitude,-73.925603,degrees,phone,location
2026-01-10 06:53:39,patient-001,phone_location_accuracy,20.1,meters,phone,location
2026-01-10 07:06:42,patient-001,phone_location_altitude,9.0,meters,phone,location
2026-01-10 07:19:42,patient-001,phone_location_speed,2.13,m/s,phone,location
2026-01-10 07:32:06,patient-001,phone_location_bearing,68,degrees,phone,location
2026-01-10 07:45:42,patient-001,phone_accelerometer_x,0.133,m/s2,phone,motion
2026-01-10 07:58:42,patient-001,phone_accelerometer_y,-0.741,m/s2,phone,motion
2026-01-10 08:11:35,patient-001,phone_accelerometer_z,0.604,m/s2,phone,motion
2026-01-10 08:24:02,patient-001,phone_gyroscope_x,-0.0526,rad/s,phone,motion
2026-01-10 08:37:11,patient-001,phone_gyroscope_y,0.0181,rad/s,phone,motion
2026-01-10 08:50:41,patient-001,phone_gyroscope_z,-0.0326,rad/s,phone,motion
2026-01-10 09:03:49,patient-001,phone_magnetometer_x,4.09,microtesla,phone,motion
2026-01-10 09:16:13,patient-001,phone_magnetometer_y,24.23,microtesla,phone,motion
2026-01-10 09:29:19,patient-001,phone_magnetometer_z,24.31,microtesla,phone,motion
2026-01-10 09:42:03,patient-001,phone_barometer_pressure,1004.5,hPa,phone,motion
2026-01-10 09:55:49,patient-001,phone_ambient_light_lux,22.6,lux,phone,motion
2026-01-10 10:08:28,patient-001,phone_proximity_state,near,none,phone,motion
2026-01-10 10:21:27,patient-001,phone_step_detector_event,none,none,phone,motion
2026-01-10 10:34:49,patient-001,phone_step_counter_value,17467,steps,phone,motion
2026-01-10 10:47:34,patient-001,phone_activity_recognition_state,walking,none,phone,motion
2026-01-10 11:00:35,patient-001,phone_app_foreground_package,com.fitbit.FitbitMobile,none,phone,app_usage
2026-01-10 11:13:39,patient-001,phone_app_foreground_name,Messages,none,phone,app_usage
2026-01-10 11:26:13,patient-001,phone_notification_posted_app,Bank,none,phone,app_usage
2026-01-10 11:39:22,patient-001,phone_notification_removed_app,Bank,none,phone,app_usage
2026-01-10 11:52:24,patient-001,phone_sms_received_event,none,none,phone,communication
2026-01-10 12:05:19,patient-001,phone_sms_sent_event,none,none,phone,communication
2026-01-10 12:18:19,patient-001,phone_call_state,idle,none,phone,communication
2026-01-10 12:31:19,patient-001,phone_call_direction,none,none,phone,communication
2026-01-10 12:44:26,patient-001,phone_keyboard_visible_state,hidden,none,phone,device
2026-01-10 12:57:57,patient-001,phone_clipboard_changed_event,none,none,phone,device
2026-01-10 13:10:01,patient-001,phone_camera_open_state,closed,none,phone,device
2026-01-10 13:23:20,patient-001,wearable_heart_rate,83,bpm,wearable,wearable
2026-01-10 13:36:22,patient-001,wearable_resting_heart_rate,60,bpm,wearable,wearable
2026-01-10 13:49:42,patient-001,wearable_hrv_value,63.8,ms,wearable,wearable
2026-01-10 14:02:12,patient-001,wearable_spo2,97.5,percent,wearable,wearable
2026-01-10 14:15:35,patient-001,wearable_skin_temperature,36.56,celsius,wearable,wearable
2026-01-10 14:28:36,patient-001,wearable_respiratory_rate,14.7,breaths/min,wearable,wearable
2026-01-10 14:41:31,patient-001,wearable_step_counter,18115,steps,phone,motion
2026-01-10 14:54:21,patient-001,wearable_calories_burned,53055,kcal,wearable,wearable
2026-01-10 15:07:16,patient-001,wearable_sleep_state,awake,none,wearable,wearable
2026-01-10 15:20:58,patient-001,wearable_sleep_stage,awake,none,wearable,wearable
2026-01-10 15:33:34,patient-001,wearable_body_position,lying_right,none,wearable,wearable
2026-01-10 15:46:20,patient-001,wearable_device_battery_level,71,percent,wearable,wearable
2026-01-10 15:59:37,patient-001,smartwatch_screen_state,off,none,smartwatch,wearable
2026-01-10 16:12:33,patient-001,smartwatch_workout_state,inactive,none,smartwatch,wearable
2026-01-10 16:25:44,patient-001,smartwatch_workout_type,bike,none,smartwatch,wearable
2026-01-10 16:38:16,patient-001,front_door_contact_state,open,none,smart_home,contact
2026-01-10 16:51:16,patient-001,bedroom_door_contact_state,closed,none,smart_home,contact
